Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Дмитрий Кабутов;Рубин Казань;231;97;ЗП П;-;1.00;-;-;-;1.00;-;2.00;-;1.00;-;-;-;1.00;1.00;0.03;51.00;78 %;1.00;100 %;1.00;0 %;13.00;62 %;-;-;-;-;10.00;70 %;10.00;60 %;6.00;1.00;1.00;6.00;1.00;2.00;12.00;50 %;6.00;50 %;6.00;50 %;1.00;0 %;4.00;25 %;2.00;0 %;3.00;67 %;7.00;6.00;1;1.00;-;-;81.00;63.00;78 %;100 %;-;-;-;0.86;0.03;-;0.00;2.42;0.69;1.73;0.15;0.15;40.00;1.00;-;8.00;-;-;7.00;6.00;6.00;3.00;3.00;-;1.00;-;2.00
Ираклий Квеквескири;Факел Воронеж;216;97;ЗП ЛЦ;-;-;-;-;-;-;1.00;2.00;-;-;1.00;-;-;1.00;-;0.01;50.00;80 %;-;-;1.00;0 %;9.00;56 %;-;-;-;-;5.00;60 %;1.00;100 %;3.00;2.00;-;7.00;3.00;1.00;12.00;75 %;10.00;80 %;2.00;50 %;3.00;100 %;-;-;-;-;4.00;50 %;7.00;8.00;1;1.00;-;-;79.00;65.00;82 %;0 %;1.00;-;-;0.15;0.01;-;0.00;0.69;2.42;-1.73;0.06;0.06;40.00;-;-;5.00;-;-;3.00;1.00;9.00;8.00;1.00;3.00;-;-;2.00
Артём Мамин;Урал Екатеринбург;228;97;ЗЛ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;45.00;82 %;-;-;-;-;8.00;38 %;5.00;40 %;-;-;8.00;38 %;-;-;7.00;2.00;2.00;13.00;1.00;-;17.00;71 %;16.00;69 %;1.00;100 %;3.00;100 %;1.00;100 %;-;-;9.00;56 %;9.00;7.00;1;1.00;-;-;81.00;66.00;81 %;-;-;-;-;-;-;-;-;1.23;0.70;0.53;0.10;0.10;37.00;-;-;3.00;2.00;-;3.00;-;12.00;11.00;1.00;3.00;1.00;-;5.00
Александр Мартынович;Рубин Казань;226;97;З ПЦ;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;1.00;-;0.02;46.00;78 %;-;-;-;-;19.00;74 %;3.00;100 %;1.00;100 %;13.00;69 %;1.00;100 %;4.00;-;-;9.00;3.00;1.00;19.00;89 %;14.00;93 %;5.00;80 %;8.00;88 %;1.00;100 %;-;-;3.00;67 %;3.00;8.00;1;1.00;-;-;78.00;65.00;83 %;0 %;1.00;-;-;-;0.02;-;0.00;2.42;0.69;1.73;0.03;0.03;36.00;-;-;14.00;3.00;1.00;9.00;1.00;17.00;13.00;4.00;7.00;1.00;-;2.00
Владислав Мастерной;Факел Воронеж;188;97;ЗЛ;-;-;-;-;-;-;2.00;1.00;1.00;2.00;-;-;-;-;-;-;54.00;89 %;-;-;1.00;100 %;6.00;50 %;2.00;100 %;-;-;4.00;25 %;2.00;50 %;5.00;-;3.00;10.00;1.00;-;22.00;55 %;18.00;44 %;4.00;100 %;2.00;100 %;2.00;100 %;2.00;100 %;6.00;33 %;7.00;8.00;1;1.00;-;-;95.00;76.00;80 %;-;-;-;-;0.05;-;-;-;0.69;2.42;-1.73;-;-;48.00;-;1.00;3.00;2.00;-;1.00;1.00;12.00;8.00;4.00;2.00;2.00;2.00;2.00
Андрей Мендель;Факел Воронеж;197;97;З ПЦ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;52.00;79 %;1.00;0 %;-;-;18.00;50 %;2.00;50 %;-;-;5.00;40 %;1.00;0 %;3.00;1.00;-;7.00;-;5.00;18.00;61 %;18.00;61 %;-;-;11.00;55 %;-;-;-;-;4.00;75 %;5.00;5.00;1;1.00;-;-;85.00;67.00;79 %;-;-;-;-;-;-;-;-;0.69;2.42;-1.73;0.16;0.05;41.00;-;-;9.00;1.00;-;2.00;-;11.00;11.00;-;6.00;-;-;3.00
Даниел Мишкич;Урал Екатеринбург;215;97;ЗП ЛЦ;-;-;-;-;-;1.00;2.00;-;-;-;1.00;-;-;-;-;-;60.00;92 %;1.00;100 %;1.00;100 %;13.00;77 %;3.00;67 %;1.00;0 %;7.00;86 %;4.00;75 %;4.00;1.00;1.00;5.00;3.00;2.00;10.00;40 %;6.00;50 %;4.00;25 %;1.00;0 %;-;-;-;-;4.00;75 %;9.00;5.00;1;1.00;-;-;87.00;75.00;86 %;-;-;-;-;0.54;-;-;-;1.23;0.70;0.53;0.02;0.02;55.00;1.00;1.00;10.00;2.00;-;6.00;3.00;4.00;3.00;1.00;-;-;-;3.00
Эдуард Сперцян;ФК Краснодар;262;97;П ЛЦ;-;-;1.00;-;0 %;-;2.00;1.00;-;-;-;-;-;3.00;2.00;0.14;61.00;85 %;1.00;0 %;1.00;0 %;13.00;85 %;-;-;-;-;4.00;75 %;9.00;33 %;5.00;-;-;3.00;2.00;2.00;10.00;50 %;6.00;17 %;4.00;100 %;1.00;0 %;2.00;100 %;2.00;100 %;3.00;33 %;3.00;6.00;1;1.00;-;-;85.00;70.00;82 %;67 %;1.00;-;-;-;0.05;-;0.00;0.70;1.23;-0.53;-;-;52.00;-;-;11.00;-;-;3.00;3.00;5.00;1.00;4.00;-;2.00;2.00;1.00
Витор Тормена Тормена Де Фариас;ФК Краснодар;242;97;З ПЦ;-;-;-;-;-;1.00;-;-;-;2.00;-;-;-;-;-;-;109.00;95 %;1.00;100 %;2.00;50 %;22.00;82 %;7.00;57 %;1.00;0 %;8.00;100 %;3.00;67 %;3.00;2.00;-;11.00;1.00;4.00;14.00;64 %;13.00;69 %;1.00;0 %;10.00;60 %;-;-;-;-;1.00;100 %;8.00;5.00;1;1.00;-;-;140.00;130.00;93 %;-;-;-;-;0.05;-;-;-;0.70;1.23;-0.53;0.39;0.39;104.00;1.00;1.00;18.00;4.00;-;8.00;2.00;9.00;9.00;-;6.00;-;-;1.00
Сергей Волков;ФК Краснодар;276;97;З П;-;1.00;1.00;-;0 %;1.00;-;3.00;-;1.00;-;-;-;-;-;-;64.00;86 %;1.00;100 %;5.00;40 %;16.00;81 %;-;-;-;-;5.00;60 %;6.00;50 %;4.00;1.00;2.00;3.00;1.00;2.00;13.00;62 %;2.00;50 %;11.00;64 %;1.00;100 %;6.00;67 %;3.00;33 %;-;-;4.00;4.00;1;1.00;-;-;89.00;73.00;82 %;-;-;-;-;0.31;-;-;-;0.70;1.23;-0.53;-;-;55.00;1.00;2.00;13.00;-;-;3.00;3.00;8.00;1.00;7.00;1.00;4.00;1.00;-
Игорь Вуячич;Рубин Казань;216;97;З Ц;-;-;-;-;-;-;4.00;1.00;-;-;1.00;-;-;-;-;-;41.00;80 %;-;-;-;-;10.00;60 %;6.00;67 %;-;-;4.00;100 %;-;-;5.00;2.00;-;12.00;1.00;-;20.00;60 %;17.00;65 %;3.00;33 %;12.00;67 %;-;-;-;-;3.00;33 %;11.00;10.00;1;1.00;-;-;83.00;67.00;81 %;-;-;-;-;-;-;-;-;2.42;0.69;1.73;0.03;0.03;33.00;-;-;6.00;4.00;-;4.00;-;12.00;11.00;1.00;8.00;-;-;1.00
Наир Тикнизян;Локомотив Москва;275;96;АП Л;1.00;1.00;1.00;1.00;100 %;2.00;-;2.00;-;-;1.00;1.00;-;1.00;1.00;0.36;29.00;86 %;-;-;1.00;100 %;1.00;0 %;-;-;-;-;1.00;0 %;1.00;100 %;7.00;-;-;3.00;-;1.00;12.00;42 %;-;-;12.00;42 %;3.00;33 %;6.00;50 %;1.00;100 %;-;-;5.00;3.00;1;1.00;-;-;52.00;41.00;79 %;100 %;-;-;-;0.11;0.36;0.36;2.78;1.20;1.63;-0.43;-;-;25.00;-;1.00;-;-;-;-;1.00;5.00;-;5.00;1.00;3.00;1.00;-
Джон Кордоба;ФК Краснодар;199;94;Ф Ц;-;-;3.00;-;0 %;1.00;2.00;2.00;-;-;-;-;-;3.00;-;0.26;17.00;76 %;1.00;100 %;1.00;0 %;1.00;100 %;-;-;-;-;1.00;100 %;2.00;50 %;11.00;-;1.00;1.00;1.00;1.00;15.00;33 %;2.00;50 %;13.00;31 %;3.00;67 %;2.00;0 %;1.00;0 %;-;-;1.00;1.00;1;1.00;1.00;-;39.00;21.00;54 %;0 %;2.00;1.00;-;-;0.09;-;0.00;0.70;0.85;-0.15;-;-;13.00;1.00;-;1.00;-;-;1.00;1.00;5.00;1.00;4.00;2.00;-;-;-
Лазар Ранджелович;Рубин Казань;202;92;АП ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.24;36.00;81 %;1.00;0 %;2.00;0 %;6.00;33 %;1.00;0 %;-;-;1.00;0 %;5.00;60 %;12.00;2.00;1.00;1.00;-;1.00;16.00;19 %;5.00;40 %;11.00;9 %;6.00;0 %;2.00;0 %;1.00;0 %;3.00;67 %;2.00;6.00;1;1.00;1.00;-;63.00;41.00;65 %;0 %;-;-;1.00;0.62;0.24;-;0.00;2.31;0.69;1.62;-;-;29.00;-;-;2.00;-;-;-;3.00;3.00;2.00;1.00;-;-;-;2.00
Илья Рожков;Рубин Казань;230;92;ЗП Л;-;-;-;-;-;-;2.00;1.00;-;1.00;-;-;-;-;-;-;38.00;84 %;-;-;1.00;0 %;6.00;50 %;3.00;33 %;-;-;3.00;33 %;2.00;0 %;6.00;3.00;3.00;6.00;-;5.00;24.00;58 %;17.00;59 %;7.00;57 %;2.00;50 %;4.00;100 %;1.00;100 %;11.00;82 %;6.00;6.00;1;1.00;1.00;-;82.00;63.00;77 %;-;-;-;-;-;-;-;-;2.31;0.69;1.62;-;-;32.00;-;-;3.00;1.00;-;1.00;-;14.00;10.00;4.00;1.00;4.00;1.00;9.00
Алексис Давид Дуарте Перейра;Спартак Москва;231;91;З ПЦ;-;-;2.00;-;0 %;-;-;-;-;2.00;-;-;-;-;-;-;61.00;92 %;-;-;-;-;5.00;80 %;-;-;-;-;2.00;50 %;1.00;100 %;7.00;3.00;3.00;8.00;2.00;3.00;14.00;71 %;12.00;75 %;2.00;50 %;2.00;100 %;-;-;-;-;5.00;80 %;7.00;2.00;1;1.00;1.00;-;91.00;79.00;87 %;-;-;-;-;-;-;-;-;1.21;1.90;-0.69;0.13;0.07;56.00;-;-;4.00;-;-;1.00;1.00;10.00;9.00;1.00;2.00;-;-;4.00
Николя Нгамалё;Динамо Москва;208;91;П Л;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;1.00;-;0.07;41.00;61 %;2.00;0 %;6.00;0 %;7.00;57 %;2.00;100 %;1.00;100 %;4.00;75 %;8.00;38 %;20.00;4.00;1.00;1.00;-;7.00;24.00;33 %;1.00;100 %;23.00;30 %;-;-;11.00;36 %;7.00;43 %;1.00;100 %;3.00;3.00;1;1.00;1.00;-;80.00;46.00;57 %;0 %;-;1.00;-;0.15;0.07;-;0.00;1.90;1.21;0.69;-;-;25.00;-;-;4.00;2.00;1.00;3.00;3.00;8.00;1.00;7.00;-;4.00;3.00;1.00
Иван Олейников;ФК Ахмат;181;89;ЗП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;1.00;2.00;-;0.25;32.00;75 %;-;-;-;-;6.00;33 %;2.00;0 %;1.00;0 %;5.00;40 %;1.00;0 %;8.00;2.00;-;1.00;-;2.00;16.00;44 %;7.00;43 %;9.00;44 %;1.00;100 %;4.00;25 %;1.00;0 %;3.00;33 %;3.00;6.00;1;1.00;1.00;-;61.00;42.00;69 %;0 %;1.00;1.00;-;0.17;0.12;-;0.00;1.97;0.53;1.44;0.02;0.02;24.00;-;-;2.00;-;-;2.00;-;7.00;3.00;4.00;1.00;1.00;-;1.00
Вячеслав Караваев;Зенит;216;88;З ПЦ;-;1.00;-;-;-;1.00;-;-;1.00;1.00;-;-;-;-;-;-;61.00;93 %;-;-;4.00;75 %;12.00;83 %;1.00;100 %;-;-;2.00;50 %;5.00;80 %;3.00;2.00;-;3.00;-;-;7.00;100 %;4.00;100 %;3.00;100 %;-;-;-;-;-;-;3.00;100 %;2.00;6.00;1;1.00;1.00;-;76.00;72.00;95 %;-;-;-;-;0.16;-;-;-;1.51;0.84;0.67;-;-;57.00;-;3.00;10.00;1.00;-;1.00;4.00;7.00;4.00;3.00;-;-;-;3.00
Даниил Уткин;Ростов;208;88;П ПЦ;-;-;-;-;-;1.00;-;1.00;-;1.00;-;-;-;2.00;1.00;0.05;37.00;84 %;1.00;100 %;1.00;100 %;5.00;80 %;2.00;50 %;-;-;4.00;75 %;4.00;75 %;5.00;2.00;-;4.00;3.00;3.00;11.00;45 %;6.00;50 %;5.00;40 %;3.00;33 %;2.00;50 %;-;-;1.00;100 %;4.00;3.00;1;1.00;1.00;-;60.00;47.00;78 %;50 %;-;1.00;-;0.32;0.03;-;0.00;2.40;2.32;0.08;-;-;31.00;1.00;1.00;4.00;1.00;-;3.00;3.00;5.00;3.00;2.00;1.00;1.00;-;1.00
Дуглас Сантос;Зенит;281;88;ЗП Л;-;-;1.00;-;0 %;1.00;-;-;-;-;-;-;-;2.00;-;0.24;48.00;90 %;1.00;100 %;5.00;80 %;7.00;86 %;4.00;100 %;-;-;2.00;100 %;5.00;80 %;5.00;1.00;2.00;5.00;-;5.00;14.00;64 %;7.00;57 %;7.00;71 %;1.00;0 %;6.00;83 %;3.00;100 %;5.00;60 %;5.00;2.00;1;1.00;1.00;-;78.00;64.00;82 %;0 %;-;2.00;-;0.11;0.12;-;0.00;1.51;0.84;0.67;-;-;43.00;1.00;4.00;6.00;4.00;-;2.00;4.00;9.00;4.00;5.00;-;5.00;3.00;3.00
Гедеон Гузина;Балтика;240;86;Ф ЛЦ;-;-;1.00;-;0 %;1.00;3.00;-;-;1.00;-;-;1.00;1.00;1.00;0.12;22.00;50 %;2.00;50 %;-;-;5.00;20 %;-;-;-;-;4.00;50 %;1.00;0 %;17.00;1.00;1.00;4.00;1.00;2.00;31.00;32 %;8.00;13 %;23.00;39 %;14.00;36 %;1.00;0 %;1.00;0 %;5.00;20 %;3.00;2.00;1;1.00;1.00;-;62.00;29.00;47 %;100 %;-;-;-;0.30;0.12;-;0.00;0.53;1.97;-1.44;0.18;0.18;11.00;1.00;-;1.00;-;-;2.00;-;10.00;1.00;9.00;5.00;-;-;1.00
Кади Иури Борхес Малиновский;ФК Краснодар;245;86;АП П;-;-;1.00;1.00;100 %;2.00;3.00;2.00;-;-;1.00;-;-;1.00;-;0.03;47.00;81 %;1.00;100 %;1.00;0 %;4.00;75 %;3.00;100 %;-;-;4.00;75 %;2.00;50 %;10.00;-;3.00;3.00;2.00;4.00;17.00;12 %;4.00;25 %;13.00;8 %;2.00;0 %;5.00;20 %;5.00;20 %;2.00;50 %;3.00;6.00;1;1.00;1.00;-;81.00;53.00;65 %;0 %;-;1.00;-;0.17;0.03;-;0.00;0.60;0.55;0.05;-;-;38.00;1.00;-;3.00;3.00;-;3.00;1.00;2.00;1.00;1.00;-;1.00;1.00;1.00
Руслан Магаль;Факел Воронеж;213;86;АП Л;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;4.00;2.00;0.17;34.00;79 %;-;-;2.00;0 %;9.00;56 %;-;-;-;-;3.00;33 %;6.00;33 %;7.00;-;1.00;1.00;-;1.00;17.00;35 %;7.00;14 %;10.00;50 %;2.00;50 %;3.00;100 %;3.00;100 %;4.00;25 %;4.00;5.00;1;1.00;1.00;-;66.00;45.00;68 %;50 %;2.00;-;-;-;0.04;-;0.00;0.69;2.31;-1.62;-;-;27.00;-;-;5.00;-;-;1.00;2.00;6.00;1.00;5.00;1.00;3.00;3.00;1.00
Никита Моцпан;Факел Воронеж;206;86;АП Ц;-;-;-;-;-;-;-;4.00;-;-;-;-;-;1.00;-;0.03;26.00;81 %;-;-;-;-;5.00;80 %;-;-;-;-;3.00;67 %;3.00;33 %;11.00;4.00;3.00;2.00;2.00;3.00;28.00;36 %;4.00;25 %;24.00;38 %;7.00;43 %;6.00;50 %;2.00;50 %;1.00;100 %;4.00;4.00;1;1.00;1.00;-;70.00;43.00;61 %;0 %;-;1.00;-;0.13;0.03;-;0.00;0.69;2.31;-1.62;-;-;21.00;-;-;4.00;-;-;2.00;1.00;10.00;1.00;9.00;3.00;3.00;1.00;1.00
Лука Олаза;ФК Краснодар;246;86;ЗЛ;-;-;-;-;-;1.00;-;2.00;-;-;-;-;-;-;-;-;52.00;79 %;1.00;100 %;5.00;20 %;5.00;60 %;3.00;100 %;-;-;1.00;100 %;4.00;25 %;1.00;-;1.00;2.00;-;1.00;7.00;86 %;3.00;100 %;4.00;75 %;3.00;67 %;2.00;100 %;1.00;100 %;-;-;1.00;2.00;1;1.00;1.00;-;64.00;51.00;80 %;-;-;-;-;0.01;-;-;-;0.60;0.55;0.05;-;-;41.00;1.00;1.00;3.00;3.00;-;1.00;1.00;6.00;3.00;3.00;2.00;2.00;1.00;-
Максим Витюгов;Крылья Советов;226;85;ЗП ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;29.00;93 %;-;-;-;-;4.00;75 %;-;-;-;-;2.00;100 %;-;-;1.00;-;-;5.00;2.00;-;7.00;57 %;6.00;50 %;1.00;100 %;1.00;100 %;-;-;-;-;2.00;0 %;9.00;6.00;1;1.00;1.00;-;51.00;46.00;90 %;-;-;-;-;-;-;-;-;0.66;0.82;-0.16;-;-;27.00;-;-;3.00;-;-;2.00;-;4.00;3.00;1.00;1.00;-;-;-
Владислав Карапузов;Пари Нижний Новгород;215;84;ЗП П;-;-;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;38.00;74 %;1.00;0 %;-;-;11.00;55 %;1.00;100 %;1.00;100 %;7.00;43 %;6.00;50 %;7.00;1.00;2.00;4.00;-;2.00;18.00;50 %;12.00;42 %;6.00;67 %;3.00;0 %;4.00;75 %;2.00;50 %;6.00;67 %;4.00;6.00;1;1.00;1.00;-;70.00;49.00;70 %;-;-;-;-;-;-;-;-;2.7;1.25;0.82;-;-;28.00;-;-;6.00;1.00;1.00;3.00;3.00;9.00;5.00;4.00;-;3.00;1.00;4.00
Матео Марьянов Стаматов;Пари Нижний Новгород;216;84;ЗП Л;-;-;-;-;-;1.00;1.00;-;-;-;1.00;-;-;-;-;-;30.00;70 %;1.00;100 %;4.00;0 %;6.00;50 %;4.00;0 %;1.00;0 %;3.00;67 %;3.00;0 %;7.00;-;-;2.00;2.00;3.00;5.00;60 %;3.00;67 %;2.00;50 %;-;-;2.00;50 %;-;-;2.00;50 %;6.00;5.00;1;1.00;1.00;-;50.00;39.00;78 %;-;-;-;-;0.39;-;-;-;2.7;1.25;0.82;0.16;0.16;21.00;1.00;-;3.00;-;-;2.00;-;3.00;2.00;1.00;-;1.00;-;1.00
Джоэль Фамейе;Рубин Казань;245;83;АП ПЦ;-;-;2.00;-;0 %;-;1.00;3.00;-;-;-;-;-;6.00;4.00;1.12;15.00;60 %;-;-;-;-;2.00;0 %;-;-;-;-;-;-;1.00;0 %;9.00;1.00;1.00;1.00;-;1.00;31.00;35 %;9.00;11 %;22.00;45 %;5.00;20 %;5.00;60 %;5.00;60 %;3.00;0 %;-;5.00;1;1.00;1.00;-;58.00;29.00;50 %;67 %;1.00;1.00;-;0.24;0.19;-;0.00;1.51;0.69;0.82;-;-;9.00;-;-;-;-;-;-;-;11.00;1.00;10.00;1.00;3.00;3.00;-
Гилерме Счеттине;Урал Екатеринбург;166;83;Ф ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9.00;67 %;-;-;-;-;1.00;0 %;-;-;-;-;-;-;-;-;11.00;-;1.00;1.00;1.00;2.00;13.00;15 %;1.00;100 %;12.00;8 %;9.00;22 %;2.00;0 %;1.00;0 %;-;-;1.00;2.00;1;1.00;1.00;-;28.00;13.00;46 %;-;-;-;-;-;-;-;-;0.16;0.60;-0.44;-;-;6.00;-;-;-;-;-;-;-;2.00;1.00;1.00;2.00;-;-;-
Владимир Ильин;ФК Ахмат;212;81;АП ПЦ;-;-;-;-;-;1.00;2.00;1.00;-;-;-;-;-;1.00;-;0.07;20.00;85 %;1.00;100 %;-;-;4.00;75 %;-;-;-;-;3.00;67 %;-;-;2.00;1.00;2.00;1.00;-;2.00;12.00;58 %;3.00;33 %;9.00;67 %;7.00;71 %;-;-;-;-;1.00;0 %;2.00;-;1;1.00;1.00;-;39.00;28.00;72 %;0 %;1.00;-;-;0.52;0.07;-;0.00;1.97;0.53;1.44;-;-;17.00;1.00;-;3.00;-;-;2.00;-;7.00;1.00;6.00;5.00;-;-;-
Данил Пруцев;Спартак Москва;228;81;П ПЦ;-;-;1.00;-;0 %;-;-;1.00;-;-;-;-;-;3.00;-;0.30;42.00;90 %;2.00;0 %;-;-;4.00;100 %;2.00;100 %;-;-;3.00;100 %;-;-;6.00;2.00;-;2.00;1.00;5.00;10.00;30 %;3.00;33 %;7.00;29 %;-;-;3.00;67 %;2.00;100 %;2.00;0 %;2.00;7.00;1;1.00;1.00;-;69.00;55.00;80 %;0 %;2.00;1.00;-;0.13;0.10;-;0.00;1.18;1.88;-0.70;-;-;38.00;-;-;4.00;2.00;-;3.00;-;3.00;1.00;2.00;-;2.00;2.00;-
Хорен Байрамян;Ростов;227;80;АП П;-;-;2.00;-;0 %;2.00;1.00;-;-;-;-;-;1.00;5.00;-;0.68;28.00;75 %;1.00;100 %;2.00;0 %;3.00;33 %;-;-;-;-;-;-;3.00;33 %;8.00;1.00;2.00;3.00;1.00;4.00;13.00;31 %;2.00;0 %;11.00;36 %;2.00;0 %;3.00;100 %;3.00;100 %;1.00;0 %;3.00;6.00;1;1.00;1.00;-;62.00;39.00;63 %;0 %;3.00;2.00;-;0.48;0.14;-;0.00;2.12;2.25;-0.13;0.04;0.04;21.00;1.00;-;1.00;-;-;-;1.00;4.00;-;4.00;-;3.00;3.00;-
Мохаммад Мохеби;Ростов;251;80;АП Л;-;1.00;2.00;-;0 %;2.00;-;2.00;-;-;-;-;-;4.00;1.00;0.20;22.00;73 %;-;-;1.00;0 %;3.00;67 %;-;-;-;-;1.00;100 %;-;-;9.00;2.00;1.00;3.00;1.00;2.00;20.00;75 %;3.00;100 %;17.00;71 %;7.00;86 %;4.00;100 %;2.00;100 %;3.00;100 %;7.00;5.00;1;1.00;1.00;-;61.00;46.00;75 %;25 %;2.00;1.00;-;0.01;0.05;-;0.00;2.12;2.25;-0.13;-;-;16.00;-;-;2.00;-;-;1.00;-;15.00;3.00;12.00;6.00;4.00;2.00;3.00
Сергей Пиняев;Локомотив Москва;217;79;АП П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15.00;60 %;1.00;0 %;2.00;50 %;3.00;67 %;1.00;100 %;-;-;1.00;100 %;3.00;33 %;6.00;1.00;1.00;-;-;1.00;11.00;18 %;3.00;0 %;8.00;25 %;1.00;0 %;3.00;67 %;1.00;100 %;3.00;0 %;1.00;5.00;1;1.00;1.00;-;35.00;19.00;54 %;-;-;-;-;-;-;-;-;0.84;1.40;-0.56;0.19;0.19;9.00;-;1.00;2.00;1.00;-;1.00;1.00;2.00;-;2.00;-;2.00;1.00;-
Артём Дзюба;Локомотив Москва;207;78;Ф Ц;-;-;1.00;-;0 %;1.00;1.00;1.00;-;-;-;-;-;1.00;-;0.13;19.00;79 %;-;-;-;-;4.00;75 %;-;-;-;-;1.00;100 %;1.00;100 %;10.00;3.00;1.00;-;-;-;23.00;52 %;2.00;0 %;21.00;57 %;6.00;67 %;2.00;0 %;-;-;1.00;0 %;-;1.00;1;1.00;1.00;-;45.00;28.00;62 %;0 %;-;1.00;-;0.04;0.13;-;0.00;0.84;1.40;-0.56;-;-;15.00;-;-;3.00;-;-;1.00;1.00;12.00;-;12.00;4.00;-;-;-
Ибраима Сиссе;Урал Екатеринбург;198;77;ЗП ПЦ;-;-;-;-;-;-;-;2.00;1.00;1.00;-;-;-;-;-;-;28.00;93 %;-;-;-;-;7.00;71 %;3.00;100 %;-;-;3.00;67 %;1.00;0 %;2.00;-;-;7.00;2.00;3.00;10.00;60 %;7.00;43 %;3.00;100 %;1.00;0 %;1.00;100 %;-;-;4.00;75 %;3.00;7.00;1;1.00;1.00;-;52.00;46.00;88 %;-;-;-;-;-;-;-;-;0.16;0.42;-0.26;-;-;26.00;-;-;5.00;3.00;-;2.00;-;6.00;3.00;3.00;-;1.00;-;3.00
Марио Фернандес;Зенит;241;77;ЗП П;-;-;1.00;-;0 %;1.00;-;1.00;-;-;-;-;-;1.00;1.00;0.37;45.00;96 %;1.00;100 %;3.00;67 %;7.00;86 %;1.00;100 %;1.00;100 %;2.00;50 %;3.00;100 %;3.00;-;1.00;3.00;2.00;1.00;5.00;20 %;2.00;50 %;3.00;0 %;3.00;33 %;1.00;0 %;1.00;0 %;1.00;0 %;4.00;6.00;1;1.00;1.00;-;63.00;56.00;89 %;100 %;-;-;-;0.13;0.37;-;0.00;1.40;0.84;0.56;0.46;0.15;43.00;1.00;2.00;6.00;1.00;1.00;1.00;3.00;1.00;1.00;-;1.00;-;-;-
Егор Филипенко;Урал Екатеринбург;188;77;З ЛЦ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;23.00;83 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;1.00;1.00;-;6.00;-;-;3.00;100 %;3.00;100 %;-;-;-;-;-;-;-;-;2.00;100 %;11.00;4.00;1;1.00;1.00;-;42.00;37.00;88 %;-;-;-;-;-;-;-;-;0.16;0.42;-0.26;-;-;19.00;-;-;1.00;-;-;-;-;3.00;3.00;-;-;-;-;2.00
