Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные;Тур
Фёдор Смолов;Динамо Москва;238;100;АП Ц;1.00;-;2.00;1.00;50 %;-;-;1.00;-;1.00;-;-;-;1.00;1.00;0.75;57.00;77 %;1.00;0 %;-;-;10.00;80 %;2.00;100 %;-;-;6.00;83 %;3.00;33 %;11.00;2.00;2.00;4.00;1.00;3.00;20.00;35 %;7.00;43 %;13.00;31 %;5.00;20 %;7.00;43 %;6.00;50 %;-;-;3.00;5.00;1;1.00;-;-;91.00;63.00;69 %;100 %;-;-;-;0.09;0.75;0.75;1.33;1.1;1.72;-0.71;-;-;44.00;-;-;8.00;2.00;-;5.00;1.00;7.00;3.00;4.00;1.00;3.00;3.00;-;8
Дмитрий Тихий;Пари Нижний Новгород;215;100;З ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;36.00;83 %;-;-;-;-;5.00;80 %;2.00;50 %;-;-;2.00;50 %;1.00;0 %;1.00;1.00;2.00;9.00;1.00;1.00;9.00;56 %;6.00;67 %;3.00;33 %;2.00;50 %;1.00;100 %;-;-;3.00;67 %;10.00;6.00;1;1.00;-;-;64.00;52.00;81 %;-;-;-;-;-;-;-;-;1.72;1.1;0.71;-;-;30.00;-;-;4.00;1.00;-;1.00;-;5.00;4.00;1.00;1.00;1.00;-;2.00;8
Арсен Адамов;Оренбург;224;99;З П;-;-;1.00;-;0 %;-;1.00;2.00;-;1.00;-;-;-;1.00;-;0.22;59.00;90 %;-;-;1.00;0 %;7.00;71 %;2.00;100 %;1.00;100 %;4.00;75 %;1.00;0 %;5.00;1.00;-;6.00;3.00;4.00;13.00;46 %;7.00;43 %;6.00;50 %;6.00;50 %;3.00;67 %;1.00;100 %;2.00;50 %;4.00;6.00;1;1.00;-;-;87.00;73.00;84 %;0 %;-;-;1.00;-;0.22;-;0.00;0.62;1.1;-0.39;0.30;0.30;53.00;-;-;5.00;2.00;1.00;3.00;-;6.00;3.00;3.00;3.00;2.00;1.00;1.00;8
Дмитрий Баринов;Локомотив Москва;201;99;ЗП ПЦ;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;1.00;-;0.02;29.00;72 %;-;-;-;-;10.00;60 %;1.00;0 %;-;-;7.00;43 %;1.00;100 %;5.00;-;-;6.00;1.00;2.00;15.00;60 %;6.00;67 %;9.00;56 %;4.00;75 %;2.00;50 %;1.00;0 %;3.00;33 %;7.00;2.00;1;1.00;-;-;57.00;42.00;74 %;0 %;-;1.00;-;-;0.02;-;0.00;1.1;0.62;0.39;0.02;0.02;21.00;-;-;6.00;-;-;3.00;1.00;9.00;4.00;5.00;3.00;1.00;-;1.00;8
Артём Дзюба;Локомотив Москва;203;99;Ф Ц;-;-;-;-;-;1.00;-;2.00;-;-;-;-;-;-;-;-;35.00;74 %;2.00;50 %;-;-;3.00;67 %;1.00;0 %;-;-;2.00;50 %;-;-;13.00;2.00;-;-;-;-;22.00;59 %;-;-;22.00;59 %;14.00;79 %;1.00;0 %;1.00;0 %;-;-;1.00;1.00;1;1.00;-;-;59.00;41.00;69 %;-;-;-;-;0.33;-;-;-;1.1;0.62;0.39;-;-;26.00;1.00;-;2.00;-;-;1.00;-;13.00;-;13.00;11.00;-;-;-;8
Лукас Фассон;Локомотив Москва;219;99;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41.00;80 %;-;-;-;-;12.00;83 %;5.00;60 %;1.00;0 %;4.00;50 %;1.00;0 %;4.00;1.00;1.00;8.00;-;5.00;8.00;63 %;6.00;67 %;2.00;50 %;2.00;50 %;2.00;50 %;1.00;0 %;4.00;75 %;11.00;8.00;1;1.00;-;-;74.00;62.00;84 %;-;-;-;-;-;-;-;-;1.1;0.62;0.39;0.20;0.07;33.00;-;-;10.00;3.00;-;2.00;-;5.00;4.00;1.00;1.00;1.00;-;3.00;8
Ренато Гойкович;Оренбург;213;99;З ПЦ;-;-;-;-;-;-;1.00;1.00;-;1.00;1.00;-;-;-;-;-;47.00;91 %;-;-;-;-;11.00;73 %;2.00;0 %;1.00;0 %;3.00;33 %;-;-;2.00;-;-;10.00;1.00;3.00;18.00;44 %;15.00;40 %;3.00;67 %;11.00;9 %;2.00;100 %;-;-;2.00;100 %;13.00;3.00;1;1.00;-;-;85.00;71.00;84 %;-;-;-;-;-;-;-;-;0.62;1.1;-0.39;-;-;43.00;-;-;8.00;-;-;1.00;-;8.00;6.00;2.00;1.00;2.00;-;2.00;8
Евгений Морозов;Локомотив Москва;236;99;З ПЦ;-;-;1.00;-;0 %;1.00;-;1.00;-;-;-;-;-;1.00;1.00;0.16;57.00;77 %;-;-;-;-;17.00;65 %;4.00;75 %;-;-;8.00;75 %;1.00;0 %;5.00;-;-;14.00;4.00;-;17.00;82 %;10.00;100 %;7.00;57 %;7.00;86 %;1.00;100 %;1.00;100 %;2.00;100 %;8.00;10.00;1;1.00;-;-;93.00;77.00;83 %;100 %;-;-;-;-;0.16;-;0.00;1.1;0.62;0.39;0.16;0.03;44.00;-;-;11.00;3.00;-;6.00;-;14.00;10.00;4.00;6.00;1.00;1.00;2.00;8
Максим Ненахов;Локомотив Москва;238;99;З П;-;-;-;-;-;-;3.00;-;-;-;-;-;-;-;-;-;51.00;92 %;-;-;1.00;0 %;7.00;71 %;4.00;100 %;1.00;100 %;3.00;100 %;1.00;100 %;5.00;3.00;3.00;10.00;1.00;-;20.00;70 %;18.00;72 %;2.00;50 %;4.00;75 %;1.00;100 %;-;-;11.00;73 %;8.00;12.00;1;1.00;-;-;94.00;81.00;86 %;-;-;-;-;-;-;-;-;1.1;0.62;0.39;0.03;0.03;47.00;-;-;5.00;4.00;1.00;3.00;1.00;14.00;13.00;1.00;3.00;1.00;-;8.00;8
Матиас Дамиан Перес;Оренбург;239;99;ЗП Ц;-;1.00;-;-;-;1.00;3.00;-;-;-;-;-;-;1.00;1.00;0.03;38.00;87 %;-;-;-;-;7.00;57 %;2.00;100 %;1.00;100 %;4.00;50 %;-;-;4.00;2.00;-;9.00;2.00;-;22.00;41 %;20.00;45 %;2.00;0 %;6.00;50 %;1.00;0 %;-;-;9.00;44 %;14.00;8.00;1;1.00;-;-;83.00;65.00;78 %;100 %;-;-;-;-;0.03;-;0.00;0.62;1.1;-0.39;0.64;0.32;33.00;-;-;4.00;2.00;1.00;2.00;-;9.00;9.00;-;3.00;-;-;4.00;8
Максим Сидоров;Оренбург;206;99;ЗЛ;-;-;-;-;-;-;-;2.00;-;2.00;-;-;-;-;-;-;61.00;74 %;-;-;2.00;0 %;10.00;30 %;-;-;-;-;3.00;67 %;1.00;0 %;8.00;1.00;1.00;8.00;2.00;6.00;12.00;58 %;9.00;67 %;3.00;33 %;4.00;75 %;1.00;100 %;1.00;100 %;4.00;50 %;10.00;9.00;1;1.00;-;-;99.00;77.00;78 %;-;-;-;-;0.02;-;-;-;0.62;1.1;-0.39;0.37;0.18;45.00;-;-;3.00;-;-;2.00;-;7.00;6.00;1.00;3.00;1.00;1.00;2.00;8
Михаил Сиваков;Оренбург;232;99;З ЛЦ;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;38.00;92 %;-;-;-;-;11.00;82 %;7.00;71 %;-;-;3.00;100 %;-;-;3.00;1.00;-;7.00;-;-;10.00;60 %;9.00;67 %;1.00;0 %;4.00;50 %;-;-;-;-;2.00;100 %;8.00;4.00;1;1.00;-;-;60.00;53.00;88 %;-;-;-;-;-;-;-;-;0.62;1.1;-0.39;0.14;0.07;35.00;-;-;9.00;5.00;-;3.00;-;6.00;6.00;-;2.00;-;-;2.00;8
Лукас Вера;Оренбург;249;99;П ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;1.00;-;0.03;55.00;85 %;-;-;1.00;100 %;14.00;79 %;5.00;80 %;2.00;100 %;9.00;67 %;3.00;67 %;9.00;1.00;1.00;3.00;-;3.00;20.00;45 %;8.00;38 %;12.00;50 %;1.00;0 %;11.00;55 %;5.00;60 %;2.00;50 %;1.00;5.00;1;1.00;-;-;86.00;65.00;76 %;0 %;1.00;-;-;0.07;0.03;-;0.00;0.62;1.1;-0.39;-;-;47.00;-;1.00;11.00;4.00;2.00;6.00;2.00;9.00;3.00;6.00;-;6.00;3.00;1.00;8
Антон Заболотный;ЦСКА Москва;256;99;Ф Ц;1.00;-;3.00;1.00;33 %;2.00;4.00;3.00;-;1.00;-;-;-;4.00;2.00;1.4;24.00;75 %;1.00;100 %;1.00;0 %;2.00;0 %;-;-;-;-;-;-;4.00;50 %;12.00;-;-;-;-;-;24.00;54 %;3.00;33 %;21.00;57 %;17.00;47 %;1.00;100 %;1.00;100 %;2.00;50 %;1.00;3.00;1;1.00;1.00;-;56.00;37.00;66 %;50 %;1.00;1.00;-;0.57;0.26;1.4;0.96;1.67;2.25;-0.58;-;-;18.00;1.00;-;-;-;-;-;2.00;13.00;1.00;12.00;8.00;1.00;1.00;1.00;8
Хорен Байрамян;Ростов;217;98;АП П;-;-;-;-;-;-;-;3.00;-;-;1.00;-;-;1.00;1.00;0.03;41.00;71 %;2.00;0 %;3.00;33 %;9.00;44 %;1.00;0 %;1.00;0 %;3.00;33 %;3.00;33 %;11.00;1.00;1.00;6.00;4.00;1.00;21.00;38 %;6.00;67 %;15.00;27 %;7.00;14 %;3.00;33 %;2.00;50 %;4.00;75 %;5.00;12.00;1;1.00;-;-;83.00;57.00;69 %;100 %;-;-;-;0.46;0.03;-;0.00;1.58;0.93;0.65;-;-;29.00;-;1.00;4.00;-;-;1.00;1.00;8.00;4.00;4.00;1.00;1.00;1.00;3.00;8
Евгений Чернов;Ростов;200;98;ЗЛ;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;1.00;-;-;-;34.00;74 %;-;-;3.00;67 %;8.00;50 %;1.00;0 %;-;-;3.00;33 %;6.00;100 %;11.00;6.00;-;3.00;2.00;1.00;13.00;54 %;8.00;75 %;5.00;20 %;9.00;67 %;1.00;0 %;-;-;1.00;100 %;4.00;1.00;1;1.00;-;-;54.00;39.00;72 %;-;-;-;-;0.05;-;-;-;1.58;0.93;0.65;-;-;25.00;-;2.00;4.00;-;-;1.00;6.00;7.00;6.00;1.00;6.00;-;-;1.00;8
Роберто Карлос Фернандес Торо;Балтика;245;98;ЗП Л;-;1.00;-;-;-;1.00;1.00;2.00;-;-;-;-;-;2.00;-;0.27;54.00;72 %;-;-;3.00;67 %;12.00;58 %;2.00;50 %;-;-;4.00;25 %;3.00;67 %;7.00;1.00;-;4.00;2.00;1.00;26.00;46 %;11.00;55 %;15.00;40 %;9.00;44 %;7.00;57 %;1.00;100 %;4.00;100 %;7.00;7.00;1;1.00;-;-;97.00;66.00;68 %;0 %;1.00;1.00;-;0.20;0.14;-;0.00;0.93;1.58;-0.65;0.07;0.07;39.00;-;2.00;7.00;1.00;-;1.00;2.00;12.00;6.00;6.00;4.00;4.00;1.00;4.00;8
Натан Баба Гассама;Балтика;196;98;З ЛЦ;-;-;-;-;-;-;-;2.00;2.00;2.00;-;-;-;-;-;-;59.00;78 %;-;-;-;-;11.00;73 %;2.00;100 %;-;-;3.00;33 %;1.00;0 %;8.00;6.00;3.00;11.00;1.00;-;23.00;70 %;21.00;67 %;2.00;100 %;12.00;67 %;1.00;100 %;-;-;3.00;100 %;4.00;7.00;1;1.00;-;-;97.00;74.00;76 %;-;-;-;-;0.08;-;-;-;0.93;1.58;-0.65;-;-;46.00;-;-;8.00;2.00;-;1.00;-;16.00;14.00;2.00;8.00;1.00;-;3.00;8
Данил Глебов;Ростов;210;98;ЗП Ц;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;1.00;1.00;0.05;50.00;80 %;-;-;-;-;8.00;25 %;4.00;50 %;-;-;5.00;40 %;-;-;6.00;1.00;1.00;13.00;2.00;3.00;16.00;63 %;11.00;55 %;5.00;80 %;3.00;33 %;3.00;100 %;3.00;100 %;2.00;100 %;7.00;11.00;1;1.00;-;-;91.00;74.00;81 %;100 %;-;-;-;-;0.05;-;0.00;1.58;0.93;0.65;0.01;0.01;40.00;-;-;2.00;2.00;-;2.00;-;10.00;6.00;4.00;1.00;3.00;3.00;2.00;8
Кирилл Маляров;Балтика;234;98;ЗП П;-;-;1.00;-;0 %;-;-;1.00;-;-;-;-;-;3.00;-;0.24;58.00;71 %;-;-;1.00;100 %;11.00;45 %;1.00;0 %;-;-;8.00;38 %;6.00;100 %;6.00;1.00;-;5.00;2.00;-;17.00;65 %;10.00;70 %;7.00;57 %;9.00;67 %;2.00;50 %;2.00;50 %;4.00;75 %;5.00;10.00;1;1.00;-;-;94.00;68.00;72 %;0 %;2.00;1.00;-;-;0.08;-;0.00;0.93;1.58;-0.65;-;-;41.00;-;1.00;5.00;-;-;3.00;6.00;11.00;7.00;4.00;6.00;1.00;1.00;3.00;8
Виктор Мелехин;Ростов;223;98;З ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;49.00;73 %;-;-;-;-;14.00;50 %;4.00;75 %;-;-;10.00;50 %;-;-;2.00;1.00;-;10.00;3.00;2.00;20.00;85 %;18.00;89 %;2.00;50 %;9.00;100 %;1.00;0 %;-;-;2.00;100 %;13.00;7.00;1;1.00;-;-;92.00;76.00;83 %;-;-;-;-;-;-;-;-;1.58;0.93;0.65;0.17;0.04;36.00;-;-;7.00;3.00;-;5.00;-;17.00;16.00;1.00;9.00;-;-;2.00;8
Александр Осипов;Балтика;209;98;ЗП Ц;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-;2.00;-;0.09;38.00;74 %;-;-;1.00;100 %;9.00;78 %;2.00;50 %;-;-;5.00;80 %;1.00;100 %;3.00;1.00;-;4.00;2.00;2.00;10.00;70 %;9.00;67 %;1.00;100 %;5.00;80 %;-;-;-;-;2.00;50 %;7.00;9.00;1;1.00;-;-;68.00;53.00;78 %;0 %;-;2.00;-;-;0.04;-;0.00;0.93;1.58;-0.65;0.02;0.02;28.00;-;1.00;7.00;1.00;-;4.00;1.00;7.00;6.00;1.00;4.00;-;-;1.00;8
Никола Радмановац;Балтика;203;98;З ПЦ;-;-;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;47.00;81 %;-;-;-;-;7.00;57 %;1.00;0 %;1.00;0 %;3.00;67 %;-;-;3.00;1.00;-;10.00;1.00;-;14.00;71 %;14.00;71 %;-;-;9.00;67 %;-;-;-;-;1.00;100 %;6.00;6.00;1;1.00;-;-;73.00;60.00;82 %;-;-;-;-;-;-;-;-;0.93;1.58;-0.65;0.45;0.15;38.00;-;-;4.00;-;-;2.00;-;10.00;10.00;-;6.00;-;-;1.00;8
Денис Терентьев;Ростов;203;98;З ПЦ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;52.00;79 %;-;-;2.00;0 %;13.00;62 %;4.00;100 %;1.00;100 %;11.00;55 %;3.00;67 %;3.00;2.00;-;6.00;2.00;3.00;13.00;62 %;10.00;70 %;3.00;33 %;6.00;67 %;-;-;-;-;3.00;100 %;10.00;4.00;1;1.00;-;-;82.00;66.00;80 %;-;-;-;-;-;-;-;-;1.58;0.93;0.65;0.27;0.14;41.00;-;-;8.00;4.00;1.00;6.00;2.00;8.00;7.00;1.00;4.00;-;-;3.00;8
Александр Жиров;Балтика;200;98;З Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53.00;81 %;-;-;-;-;11.00;55 %;7.00;57 %;2.00;50 %;7.00;43 %;-;-;2.00;1.00;1.00;8.00;-;-;12.00;50 %;11.00;45 %;1.00;100 %;8.00;50 %;-;-;-;-;1.00;0 %;13.00;7.00;1;1.00;-;-;86.00;69.00;80 %;-;-;-;-;-;-;-;-;0.93;1.58;-0.65;0.05;0.03;43.00;-;-;6.00;4.00;1.00;3.00;-;6.00;5.00;1.00;4.00;-;-;-;8
Ильнур Альшин;Факел Воронеж;210;97;АП П;-;-;1.00;-;0 %;-;-;2.00;-;-;-;-;-;2.00;1.00;0.21;37.00;59 %;1.00;0 %;1.00;0 %;9.00;44 %;2.00;50 %;-;-;5.00;60 %;5.00;20 %;14.00;3.00;-;4.00;2.00;1.00;24.00;42 %;10.00;50 %;14.00;36 %;6.00;33 %;8.00;25 %;4.00;50 %;5.00;80 %;6.00;7.00;1;1.00;-;-;79.00;49.00;62 %;50 %;-;1.00;-;-;0.10;-;0.00;0.61;1.18;-0.57;0.07;0.07;22.00;-;-;4.00;1.00;-;3.00;1.00;10.00;5.00;5.00;2.00;2.00;2.00;4.00;8
Сильвие Бегич;Урал Екатеринбург;228;97;З ЛЦ;-;-;1.00;-;0 %;1.00;3.00;-;-;1.00;1.00;-;-;1.00;1.00;0.09;45.00;82 %;-;-;-;-;7.00;86 %;1.00;0 %;-;-;5.00;60 %;-;-;7.00;3.00;-;5.00;1.00;1.00;29.00;62 %;15.00;80 %;14.00;43 %;19.00;58 %;2.00;50 %;1.00;0 %;1.00;100 %;5.00;8.00;1;1.00;-;-;89.00;70.00;79 %;100 %;-;-;-;-;0.09;-;0.00;1.18;0.61;0.57;0.39;0.10;37.00;-;-;6.00;-;-;3.00;-;18.00;12.00;6.00;11.00;1.00;-;1.00;8
Сергей Божин;Факел Воронеж;208;97;З ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;31.00;81 %;-;-;-;-;11.00;64 %;2.00;50 %;1.00;100 %;8.00;63 %;1.00;0 %;4.00;1.00;-;10.00;1.00;-;11.00;64 %;9.00;67 %;2.00;50 %;8.00;63 %;1.00;100 %;-;-;-;-;7.00;11.00;1;1.00;-;-;62.00;52.00;84 %;-;-;-;-;-;-;-;-;0.61;1.18;-0.57;0.15;0.05;25.00;-;-;7.00;1.00;1.00;5.00;-;7.00;6.00;1.00;5.00;1.00;-;-;8
Василий Черов;Факел Воронеж;216;97;З П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35.00;66 %;-;-;2.00;50 %;9.00;67 %;-;-;-;-;1.00;100 %;3.00;33 %;3.00;-;-;5.00;-;-;12.00;75 %;10.00;90 %;2.00;0 %;4.00;100 %;-;-;-;-;5.00;100 %;5.00;11.00;1;1.00;-;-;63.00;48.00;76 %;-;-;-;-;-;-;-;-;0.61;1.18;-0.57;-;-;23.00;-;1.00;6.00;-;-;1.00;1.00;9.00;9.00;-;4.00;-;-;5.00;8
Андрей Егорычев;Урал Екатеринбург;215;97;АП Ц;-;-;-;-;-;1.00;2.00;3.00;-;-;-;-;-;2.00;-;0.17;31.00;61 %;1.00;100 %;2.00;0 %;9.00;33 %;2.00;100 %;-;-;5.00;60 %;1.00;100 %;10.00;1.00;-;1.00;1.00;1.00;22.00;32 %;9.00;33 %;13.00;31 %;7.00;14 %;1.00;100 %;1.00;100 %;2.00;0 %;8.00;7.00;1;1.00;-;-;71.00;42.00;59 %;0 %;1.00;1.00;-;0.19;0.09;-;0.00;1.18;0.61;0.57;-;-;19.00;1.00;-;3.00;2.00;-;3.00;1.00;7.00;3.00;4.00;1.00;1.00;1.00;-;8
Денис Кулаков;Урал Екатеринбург;252;97;З П;-;-;-;-;-;1.00;1.00;1.00;-;-;1.00;-;-;-;-;-;48.00;81 %;2.00;50 %;6.00;50 %;8.00;75 %;1.00;0 %;1.00;0 %;5.00;80 %;11.00;82 %;5.00;2.00;-;9.00;1.00;3.00;11.00;73 %;4.00;75 %;7.00;71 %;4.00;50 %;3.00;67 %;1.00;0 %;2.00;100 %;6.00;10.00;1;1.00;-;-;78.00;66.00;85 %;-;-;-;-;0.20;-;-;-;1.18;0.61;0.57;-;-;39.00;1.00;3.00;6.00;-;-;4.00;9.00;8.00;3.00;5.00;2.00;2.00;-;2.00;8
Ираклий Квеквескири;Факел Воронеж;233;97;ЗП ПЦ;-;-;-;-;-;-;4.00;2.00;-;-;-;-;1.00;1.00;-;0.02;39.00;92 %;-;-;-;-;7.00;86 %;-;-;-;-;3.00;67 %;-;-;-;-;-;12.00;3.00;3.00;19.00;63 %;16.00;63 %;3.00;67 %;9.00;56 %;1.00;100 %;-;-;2.00;100 %;11.00;9.00;1;1.00;-;-;82.00;71.00;87 %;0 %;-;1.00;-;-;0.02;-;0.00;0.61;1.18;-0.57;0.04;0.04;36.00;-;-;6.00;-;-;2.00;-;12.00;10.00;2.00;5.00;1.00;-;2.00;8
Артём Мамин;Урал Екатеринбург;222;97;З ПЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;46.00;91 %;-;-;-;-;15.00;80 %;6.00;100 %;2.00;100 %;7.00;100 %;1.00;100 %;2.00;1.00;-;16.00;2.00;2.00;23.00;61 %;19.00;63 %;4.00;50 %;8.00;63 %;-;-;-;-;4.00;75 %;13.00;15.00;1;1.00;-;-;99.00;86.00;87 %;-;-;-;-;-;-;-;-;1.18;0.61;0.57;0.03;0.03;42.00;-;-;12.00;6.00;2.00;7.00;1.00;14.00;12.00;2.00;5.00;-;-;3.00;8
Владислав Мастерной;Факел Воронеж;196;97;ЗЛ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;1.00;-;-;-;46.00;78 %;-;-;2.00;0 %;10.00;60 %;3.00;0 %;-;-;11.00;55 %;4.00;50 %;8.00;-;-;5.00;1.00;-;17.00;29 %;15.00;33 %;2.00;0 %;2.00;0 %;-;-;-;-;5.00;20 %;6.00;5.00;1;1.00;-;-;75.00;53.00;71 %;-;-;-;-;-;-;-;-;0.61;1.18;-0.57;0.02;0.02;36.00;-;-;6.00;-;-;6.00;2.00;5.00;5.00;-;-;-;-;1.00;8
Андрей Мендель;Факел Воронеж;174;97;З ПЦ;-;-;-;-;-;-;1.00;-;-;3.00;-;-;-;-;-;-;37.00;68 %;-;-;-;-;18.00;61 %;8.00;13 %;3.00;0 %;11.00;45 %;1.00;0 %;8.00;1.00;-;10.00;-;2.00;15.00;67 %;15.00;67 %;-;-;9.00;67 %;-;-;-;-;1.00;0 %;6.00;8.00;1;1.00;-;-;69.00;52.00;75 %;-;-;-;-;-;-;-;-;0.61;1.18;-0.57;0.32;0.16;25.00;-;-;11.00;1.00;-;5.00;-;10.00;10.00;-;6.00;-;-;-;8
Даниел Мишкич;Урал Екатеринбург;179;97;ЗП ПЦ;-;-;1.00;-;0 %;-;-;1.00;-;1.00;-;-;-;1.00;1.00;0.10;33.00;73 %;1.00;0 %;1.00;100 %;8.00;50 %;2.00;50 %;1.00;0 %;5.00;60 %;3.00;67 %;5.00;2.00;-;1.00;-;-;10.00;40 %;5.00;40 %;5.00;40 %;2.00;0 %;2.00;50 %;1.00;0 %;2.00;100 %;11.00;3.00;1;1.00;-;-;58.00;43.00;74 %;100 %;-;-;-;0.13;0.10;-;0.00;1.18;0.61;0.57;0.32;0.08;24.00;-;1.00;4.00;1.00;-;3.00;2.00;4.00;2.00;2.00;-;1.00;-;2.00;8
Хуниор Осмар Игнасио Алонсо Мухика;ФК Краснодар;236;96;З ЛЦ;-;-;-;-;-;-;1.00;1.00;1.00;3.00;-;-;-;-;-;-;96.00;93 %;1.00;0 %;-;-;25.00;84 %;4.00;100 %;-;-;10.00;80 %;4.00;50 %;1.00;-;-;9.00;1.00;8.00;8.00;75 %;8.00;75 %;-;-;3.00;100 %;-;-;-;-;4.00;50 %;4.00;8.00;1;1.00;-;-;124.00;115.00;93 %;-;-;-;-;-;-;-;-;1.27;1.85;-0.58;-;-;89.00;-;-;21.00;4.00;-;8.00;2.00;6.00;6.00;-;3.00;-;-;2.00;8
Мирослав Богосавац;ФК Ахмат;222;96;ЗЛ;-;-;1.00;-;0 %;2.00;-;-;1.00;1.00;-;-;-;1.00;1.00;0.22;53.00;83 %;1.00;100 %;2.00;0 %;6.00;83 %;-;-;-;-;4.00;75 %;4.00;25 %;8.00;4.00;-;7.00;1.00;1.00;13.00;46 %;9.00;33 %;4.00;75 %;3.00;33 %;1.00;100 %;-;-;3.00;67 %;6.00;4.00;1;1.00;-;-;78.00;62.00;79 %;100 %;-;-;-;0.16;0.22;-;0.00;1.85;1.27;0.58;-;-;44.00;1.00;-;5.00;-;-;3.00;1.00;6.00;3.00;3.00;1.00;1.00;-;2.00;8
Ясмин Челикович;ФК Ахмат;183;96;З ЛЦ;-;-;-;-;-;-;-;-;-;4.00;-;-;-;-;-;-;31.00;71 %;-;-;-;-;7.00;57 %;2.00;50 %;1.00;0 %;4.00;50 %;1.00;100 %;4.00;1.00;2.00;10.00;3.00;1.00;20.00;55 %;18.00;56 %;2.00;50 %;7.00;43 %;-;-;-;-;6.00;50 %;14.00;5.00;1;1.00;-;-;74.00;54.00;73 %;-;-;-;-;0.04;-;-;-;1.85;1.27;0.58;0.09;0.03;22.00;-;-;4.00;1.00;-;2.00;1.00;11.00;10.00;1.00;3.00;-;-;3.00;8
Александр Черников;ФК Краснодар;227;96;ЗП ЛЦ;-;-;-;-;-;-;-;1.00;1.00;2.00;-;-;-;1.00;-;0.06;51.00;92 %;-;-;1.00;0 %;5.00;100 %;-;-;-;-;3.00;67 %;1.00;0 %;3.00;-;1.00;8.00;4.00;3.00;10.00;60 %;6.00;67 %;4.00;50 %;1.00;100 %;2.00;50 %;-;-;2.00;100 %;6.00;7.00;1;1.00;-;-;79.00;69.00;87 %;0 %;-;1.00;-;-;0.06;-;0.00;1.27;1.85;-0.58;-;-;47.00;-;-;5.00;-;-;2.00;-;6.00;4.00;2.00;1.00;1.00;-;2.00;8
Джон Кордоба;ФК Краснодар;203;96;Ф Ц;-;-;2.00;-;0 %;1.00;3.00;1.00;-;-;-;-;2.00;3.00;1.00;0.27;14.00;71 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;1.00;0 %;14.00;5.00;1.00;-;-;1.00;23.00;43 %;1.00;0 %;22.00;45 %;6.00;50 %;5.00;60 %;5.00;60 %;-;-;-;2.00;1;1.00;-;-;43.00;23.00;53 %;33 %;1.00;1.00;-;0.08;0.09;-;0.00;1.27;1.85;-0.58;-;-;10.00;-;-;-;-;-;-;-;10.00;-;10.00;3.00;3.00;3.00;-;8
